,Compound,Negative,Neutral,Positive,Time Stamp,Tweet,Tweet_Ago,User
139,0.3818,0.098,0.697,0.205,03-04-2018 14:21:01,"""Nobody does self-deprecating humor better than I do. It's not even close,"" Pres. Trump puts aside feud with the me… https://t.co/RlQidLI95L",39,@CBSNews
140,0.0,0.0,1.0,0.0,03-04-2018 09:18:07,Carl Icahn unloaded millions in steel-related stock days before Trump tariff https://t.co/sqVKXhzyBp https://t.co/y9Za2EAbCW,40,@CBSNews
141,-0.6369,0.302,0.698,0.0,03-04-2018 05:18:08,Kansas man wrongfully imprisoned for 23 years receives no compensation from state https://t.co/EMImOMwjLw https://t.co/MlRtyWUnUx,41,@CBSNews
142,-0.802,0.481,0.374,0.145,03-04-2018 01:33:05,"Friends defend Joshua Tree couple accused of child cruelty, abuse https://t.co/ZiOBcfgCkF https://t.co/6GtIgdRlmJ",42,@CBSNews
143,0.4215,0.0,0.859,0.141,03-03-2018 20:42:01,"Northeast coast braced for more flooding during high tides Saturday, as powerful nor'easter that inundated roads, s… https://t.co/HZL0cy7wt1",43,@CBSNews
144,-0.802,0.481,0.374,0.145,03-03-2018 16:00:03,"Friends defend Joshua Tree couple accused of child cruelty, abuse https://t.co/ggSgbhZQ0o https://t.co/R8QaSnXaYi",44,@CBSNews
145,-0.5267,0.355,0.645,0.0,03-03-2018 11:18:08,Disneyland workers struggle with low wages and homelessness https://t.co/IekdzAi5Q2 https://t.co/eYMwH6k8cV,45,@CBSNews
146,-0.6369,0.276,0.724,0.0,03-03-2018 06:33:05,First male athlete sues Larry Nassar over alleged sexual abuse https://t.co/PIOfLR22YO https://t.co/cZCpMA6fWG,46,@CBSNews
147,0.296,0.0,0.885,0.115,03-03-2018 02:10:01,Media-savvy Stoneman Douglas students in broadcast journalism class share what they've sworn off in wake of shootin… https://t.co/uWWkprtUYi,47,@CBSNews
148,-0.3182,0.112,0.837,0.051,03-02-2018 22:41:32,"Outspoken Florida sheriff on defensive as he takes heat from Republicans, gun rights activists who believe he is fo… https://t.co/YLM8RUzdy0",48,@CBSNews
149,-0.6369,0.181,0.819,0.0,03-02-2018 15:56:42,"JUST IN: Two people have been fatally shot at Central Michigan University, campus police say; deceased are not stud… https://t.co/eQYAHchzcQ",49,@CBSNews
150,-0.6486,0.23,0.723,0.047,03-02-2018 13:17:03,"As the assault on Eastern Ghouta continues, the Syrian army, backed by Russian airstrikes aimed at rebel forces, sa… https://t.co/gkyOvwPql0",50,@CBSNews
151,0.1779,0.104,0.763,0.133,03-02-2018 12:00:02,"A major Nor'easter is starting to slam the East Coast with heavy rain, some heavy snow, strong winds and the prospe… https://t.co/TsgJJbgK90",51,@CBSNews
152,0.0,0.0,1.0,0.0,03-02-2018 07:48:05,"Did Melania Trump really qualify for her ""Einstein visa""? https://t.co/SwVJpgR8Jn https://t.co/Tqr3MTekeA",52,@CBSNews
153,-0.7184,0.25,0.75,0.0,03-02-2018 03:05:49,"@CBSNews In follow up question, if gun ban should be looked as case-by-case basis depending on state, O'Malley said… https://t.co/8VII1bXMHO",53,@CBSNews
154,0.0,0.0,1.0,0.0,03-01-2018 22:15:01,Your Facebook news feed won't be splitting up after all. The social network ended a test in six countries that show… https://t.co/TSF5JuLZFY,54,@CBSNews
155,-0.296,0.121,0.879,0.0,03-01-2018 17:52:14,NEW: President Trump announces that his administration will impose aluminum and steel tariffs beginning next week… https://t.co/9lTG3DwyDn,55,@CBSNews
156,0.0,0.0,1.0,0.0,03-01-2018 14:30:01,New information emerges on teen who attempted to assassinate Queen Elizabeth II during her 1981 visit to New Zealan… https://t.co/HWc1Kb0ZF7,56,@CBSNews
157,-0.4939,0.144,0.856,0.0,03-01-2018 13:00:02,A woman jailed in Thailand for offering sex lessons without a work permit says she has a story to tell involving th… https://t.co/Tm5r6CdkqA,57,@CBSNews
158,0.0,0.0,1.0,0.0,03-01-2018 11:40:01,"Guns and Congress: The proposals lawmakers are talking about
https://t.co/PwW4CzfLjc https://t.co/eCGiBNYz5I",58,@CBSNews
159,0.4939,0.0,0.758,0.242,03-01-2018 07:18:09,Hundreds gather at church for blessing ceremony featuring AR-15s https://t.co/91mW8gFRnk https://t.co/6F7zGHsCZ1,59,@CBSNews
160,-0.6124,0.227,0.773,0.0,03-01-2018 01:50:01,The political battle over sanctuary cities has exploded into a public feud between the head of Immigration and Cust… https://t.co/IH00hYonIP,60,@CBSNews
161,0.4404,0.0,0.9,0.1,02-28-2018 21:58:54,RT @markknoller: Hope Hicks now joins a long list of senior WH officials in the Trump WH to call it quits or be shown the door. Includes Fl…,61,@CBSNews
162,0.3612,0.0,0.872,0.128,02-28-2018 18:48:02,"Denver mayor publicly apologizes for ""unprofessional"" text messages he sent to a woman who once served as a member… https://t.co/mvbOJpCnxA",62,@CBSNews
163,0.3818,0.0,0.88,0.12,02-28-2018 16:00:02,U.S. economic growth was revised down slightly to a still-solid 2.5% rate in the final three months of last year.… https://t.co/BKNyXLJxQp,63,@CBSNews
164,0.0,0.0,1.0,0.0,02-28-2018 13:04:53,Students &amp; teachers from Stoneman Douglas High School are returning to class today for the first time since 17 peop… https://t.co/JgQLRMrhtd,64,@CBSNews
165,-0.1531,0.121,0.781,0.098,02-28-2018 12:01:01,"ICE announces more than 150 people arrested since the weekend in the greater San Francisco Bay Area, who they say w… https://t.co/QdnZKrBmJT",65,@CBSNews
166,0.0,0.0,1.0,0.0,02-28-2018 07:18:10,Virginia couple finds WWII-era explosive device inside wall https://t.co/z2b8YqjMHh https://t.co/9iT8Udkspy,66,@CBSNews
167,0.0,0.0,1.0,0.0,02-28-2018 02:00:01,Students will return to class at Marjory Stoneman Douglas High School Wednesday for the first time since the deadly… https://t.co/g0RtWRbxMq,67,@CBSNews
168,-0.296,0.115,0.885,0.0,02-27-2018 22:50:34,"NEW: Swastikas were found on ammunition magazines used by Florida school shooting suspect Nikolas Cruz, sources con… https://t.co/9PUZ23fFRF",68,@CBSNews
169,0.0258,0.0,0.932,0.068,02-27-2018 18:00:02,Boeing and President Trump reach $3.9 billion deal on new Air Force One planes https://t.co/wpNFn2NSrL https://t.co/jHv3YpDv8S,69,@CBSNews
170,0.0,0.0,1.0,0.0,02-27-2018 15:00:02,"Judge Roy Moore endorsing Courtland Sykes, Missouri candidate who slammed feminists https://t.co/vW6x9Occon https://t.co/ZS54NhcHQt",70,@CBSNews
171,-0.5423,0.163,0.837,0.0,02-27-2018 12:33:30,A former stylist for Ryan Seacrest is detailing sexual harassment allegations against him for the first time. In an… https://t.co/2UXV9HfCi9,71,@CBSNews
172,-0.2263,0.147,0.853,0.0,02-27-2018 10:18:10,Pennsylvania school cancels classes over nearby church ceremony featuring AR-15s https://t.co/0w4jY02rAu https://t.co/eg2oNvBvh9,72,@CBSNews
173,-0.7579,0.385,0.615,0.0,02-27-2018 05:33:08,"No bond for suspect in ""vicious, unprovoked"" attack on aspiring doctor in library https://t.co/LA4qwHRwus https://t.co/RDAmXDUf1s",73,@CBSNews
174,0.0,0.0,1.0,0.0,02-26-2018 23:56:26,"David Martin reports on a video captured by National Geographic cameraman that shows Sgt. La David Johnson, one of… https://t.co/Ec3JdFXGTA",74,@CBSNews
175,-0.34,0.146,0.854,0.0,02-26-2018 20:12:20,WATCH LIVE: @PressSec Sarah Huckabee Sanders holds White House briefing amid gun control debate… https://t.co/Jz6GWZvdHZ,75,@CBSNews
176,0.1027,0.132,0.714,0.154,02-26-2018 17:09:42,WATCH: President Trump meets with U.S. governors; addresses school safety and gun control measures… https://t.co/tXfmxDIgxD,76,@CBSNews
177,0.0,0.0,1.0,0.0,02-26-2018 15:04:15,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",77,@CBSNews
178,0.2023,0.102,0.763,0.136,02-26-2018 12:33:11,"Here are three things you should know this morning:
1⃣WH visit with Mexican president derailed
2⃣Public to honor Re… https://t.co/k07CJ4lJV7",78,@CBSNews
179,0.0,0.0,1.0,0.0,02-26-2018 09:33:05,Rev. Billy Graham's body makes journey from mountains to Charlotte https://t.co/KhvROLOfIm https://t.co/Fos4rAH8DO,79,@CBSNews
180,-0.743,0.484,0.282,0.235,02-26-2018 05:18:13,GOP congressman optimistic Trump could support assault weapons ban https://t.co/T7TgxNfanQ https://t.co/mR49J3mrXW,80,@CBSNews
181,-0.3818,0.191,0.809,0.0,02-26-2018 01:33:06,One man's fight to raise awareness about HPV in men https://t.co/hRYUf0BLK2 https://t.co/6YEDJcSJZb,81,@CBSNews
182,0.0,0.0,1.0,0.0,02-25-2018 20:30:01,"Michelle Obama's memoir ""Becoming,"" one of the most highly anticipated books in recent years, is coming out Nov. 13… https://t.co/rJjh2NGYCJ",82,@CBSNews
183,0.1867,0.0,0.907,0.093,02-25-2018 15:28:00,"RT @FaceTheNation: Today on @FaceTheNation with @margbrennan we talk to @RepTedDeutch, @RepBrianMast, and @AsaHutchinson. Don't miss it! ht…",83,@CBSNews
184,-0.34,0.211,0.789,0.0,02-25-2018 10:33:05,Massachusetts transportation bosses under fire for $100K bathroom https://t.co/PBoc18Nvaq https://t.co/ltrFHRSABF,84,@CBSNews
185,-0.8779,0.453,0.547,0.0,02-25-2018 06:03:05,Police charge landscaper with 6th murder in Toronto serial killing case https://t.co/6nlcN5UMl2 https://t.co/hINkoU6fhM,85,@CBSNews
186,-0.6486,0.281,0.719,0.0,02-25-2018 02:03:05,"Nanette Fabray, Tony and Emmy Award-winning actress, dead at 97 https://t.co/Flv2W407Dp https://t.co/f8OiubczAy",86,@CBSNews
187,0.0,0.0,1.0,0.0,02-24-2018 21:31:21,Rep. Adam Schiff’s statement on releasing Democratic memo: “The Democratic response memo released today should put… https://t.co/0Z7j3AzrWq,87,@CBSNews
188,0.0,0.0,1.0,0.0,02-24-2018 17:20:01,"Teachers and faculty returned to Marjory Stoneman Douglas High School on Friday, the first time they were back at t… https://t.co/9pm9mHe8UC",88,@CBSNews
189,-0.5994,0.17,0.83,0.0,02-24-2018 05:30:01,"To address the rising epidemic of opioid overdose deaths, advocates are taking a page from the war on ""Big Tobacco""… https://t.co/KrrDtwnefO",89,@CBSNews
190,0.128,0.077,0.769,0.154,02-23-2018 23:42:05,"A growing number of businesses are cutting ties with the NRA:
-MetLife
-Symantec
-car rental companies National, En… https://t.co/yNuKAoG059",90,@CBSNews
191,-0.25,0.115,0.817,0.067,02-23-2018 19:47:48,"Turnbull on Australia gun laws: ""It is a completely different context historically, legally, and so forth. We are v… https://t.co/MA2IzCETSd",91,@CBSNews
192,-0.4023,0.109,0.891,0.0,02-23-2018 16:47:40,"""We can't trust the federal process, which is why we have to make these changes here in Florida,"" FL Gov. Rick Scot… https://t.co/pdxKacOswk",92,@CBSNews
193,0.0,0.0,1.0,0.0,02-23-2018 15:00:03,"Florida school sheriff's deputy was allegedly aware of shooting suspect's behavior:
https://t.co/t9FAx7sopR https://t.co/bv76fRMxco",93,@CBSNews
194,0.0,0.0,1.0,0.0,02-23-2018 13:05:55,"Teachers returned to Marjory Stoneman Douglas High School on Friday morning, more than a week after the deadliest s… https://t.co/utH2GC0Omm",94,@CBSNews
195,-0.3818,0.271,0.729,0.0,02-23-2018 10:03:06,Facebook's younger users are abandoning ship https://t.co/nH7rAycyk2 https://t.co/pIV6vHNWHC,95,@CBSNews
196,-0.2732,0.16,0.84,0.0,02-23-2018 05:03:05,Could California drought restrictions slash water rights? Some think so https://t.co/kcOZPa66pE https://t.co/6LCkWVHCZF,96,@CBSNews
197,0.1531,0.073,0.78,0.147,02-22-2018 23:36:27,Broward County sheriff said an armed security officer in Parkland had a chance to stop last week's shooting but did… https://t.co/YHyfk5WY57,97,@CBSNews
198,0.5719,0.0,0.824,0.176,02-22-2018 19:20:28,"""Our view is that most of our policies will create growth on the supply side in the economy. When the supply side g… https://t.co/aaNe6wKeBl",98,@CBSNews
199,0.0,0.0,1.0,0.0,02-22-2018 16:01:19,"Vice President Mike Pence on White House meeting with mass shooting survivors: ""As the president said, we will neve… https://t.co/tGHrbbQpzL",99,@CBSNews
200,0.4215,0.0,0.84,0.16,03-10-2018 08:35:53,"RT @CNNTonight: Former Republican congressman David Jolly: ""It is an optimistic moment to see a governor take on the NRA, ... but realistic…",0,@CNN
201,0.7269,0.0,0.705,0.295,03-10-2018 04:50:00,Concerns in Washington are growing amid reports that China is poised to gain control of a major commercial port on… https://t.co/QikJejHO3n,1,@CNN
202,-0.296,0.121,0.879,0.0,03-10-2018 03:10:32,"Volkswagen says it will stop using coal to power its main factory in Wolfsburg, Germany https://t.co/l6CeSbpDhr https://t.co/ltRCY3UoSb",2,@CNN
203,-0.25,0.1,0.9,0.0,03-10-2018 00:49:48,A North Carolina police officer who resigned after a body camera video showed him hitting and using a Taser on a ma… https://t.co/bWATDIktOR,3,@CNN
204,0.0,0.0,1.0,0.0,03-09-2018 22:41:04,"US President Trump will travel to Peru next month where he will attend the Summit of the Americas, according to a W… https://t.co/FHfnzjY1Uc",4,@CNN
205,0.0,0.0,1.0,0.0,03-09-2018 20:44:31,"Of the 313,000 jobs that were added last month, 92,000 were in the construction and manufacturing sectors. Another… https://t.co/I9JcaysfdY",5,@CNN
206,-0.7964,0.336,0.664,0.0,03-09-2018 19:20:07,"A North Carolina police officer is facing charges after body camera footage shows him beating, choking and tasing a… https://t.co/s2dA3HoNU6",6,@CNN
207,0.0,0.0,1.0,0.0,03-09-2018 16:13:21,"When a shooting erupted at Marjory Stoneman Douglas High School in Parkland, Florida, the first thing some students… https://t.co/ItrLEm75xn",7,@CNN
208,0.0,0.0,1.0,0.0,03-09-2018 13:39:07,Barack Obama might appear on-camera as the moderator of a new series on Netflix. Or he might stay off-camera as a p… https://t.co/AEPZ8tTdH8,8,@CNN
209,0.4019,0.0,0.816,0.184,03-09-2018 11:11:38,"Yes, Stormy Daniels is a real issue | Analysis by CNN's Gregory Krieg https://t.co/JNeSUMMazM https://t.co/QgAxQAGmgT",9,@CNN
210,-0.6131,0.296,0.612,0.092,03-09-2018 07:01:08,"The US is not effectively countering the Russia cyber threat, a top general says https://t.co/chJ4SMLuIA https://t.co/TmIWVg1HIt",10,@CNN
211,0.0,0.0,1.0,0.0,03-09-2018 04:31:05,"Discovery just bought Scripps Networks. Now what? Global expansion, a possible new streaming service, and an eye on… https://t.co/4r3R8KnGxN",11,@CNN
212,-0.8074,0.289,0.711,0.0,03-09-2018 02:28:04,"Anthony C. Acevedo, an Army medic who documented the horrors inside a Nazi slave camp, has died at age 93… https://t.co/EOy6EmoBju",12,@CNN
213,0.34,0.0,0.893,0.107,03-09-2018 00:34:15,"President Trump will meet with North Korean leader Kim Jong Un by May, the South Korean national security adviser a… https://t.co/BOB4kIaOiW",13,@CNN
214,0.7096,0.091,0.594,0.315,03-08-2018 22:33:03,"With America facing a massive nursing shortage, some hospitals are offering five-figure signing bonuses, free housi… https://t.co/tyTDsUsOOk",14,@CNN
215,0.0,0.0,1.0,0.0,03-08-2018 21:09:04,"President Trump on NAFTA: “We either make a deal or we terminate. And if we do, there won’t be any tariffs on Canad… https://t.co/uzvHjesQ6E",15,@CNN
216,0.5719,0.0,0.748,0.252,03-08-2018 18:32:00,McDonald's is celebrating #InternationalWomensDay by flipping its famous golden arches https://t.co/biYp1ZduyT https://t.co/H8MMkU7HOL,16,@CNN
217,0.6705,0.0,0.756,0.244,03-08-2018 17:24:39,"@theashleygraham @Caitlyn_Jenner ""The one thing I would do to improve gender equality is to ensure that all of our… https://t.co/H3dJOKwSNc",17,@CNN
218,0.0,0.0,1.0,0.0,03-08-2018 13:15:09,A White House taken by storm(y) | Analysis by @StCollinson https://t.co/LwbPnJtJuX https://t.co/JmvyB9DlGq,18,@CNN
219,0.0,0.0,1.0,0.0,03-08-2018 10:01:35,"On #InternationalWomensDay, CNN wants to know what living #AsEquals means to you. Tell us by filling out this form:… https://t.co/EbGAjhIJUB",19,@CNN
220,0.0,0.0,1.0,0.0,03-08-2018 06:31:05,"The creator of Pepe the Frog, the once-innocent cartoon that was appropriated as a mascot of the alt-right, is suin… https://t.co/lE9S9Fhuce",20,@CNN
221,0.0,0.0,1.0,0.0,03-08-2018 03:46:07,Broadcom has a message for US regulators: We'll make 5G technology a priority and invest in America if you let our… https://t.co/IOdiWZ5Ysy,21,@CNN
222,0.7227,0.0,0.798,0.202,03-08-2018 02:22:26,Texas could make history by sending not just one — but two — Hispanic women to Congress. These candidates won in sa… https://t.co/GURwBN72SK,22,@CNN
223,0.0,0.0,1.0,0.0,03-08-2018 00:03:04,Gary Cohn is the latest Goldman Sachs alum to ill-serve America | By Jeffrey Sachs via @CNNOpinion… https://t.co/sCOG7DS0vu,23,@CNN
224,-0.5719,0.32,0.68,0.0,03-07-2018 22:34:06,London risks losing its role as banker to the world https://t.co/r9NyVAliop https://t.co/IwyLoegB4G,24,@CNN
225,0.0,0.0,1.0,0.0,03-07-2018 20:41:20,"""We expect that the President will sign something by the end of the week,"" says White House press secretary Sarah S… https://t.co/5v0uLbEil5",25,@CNN
226,-0.25,0.114,0.818,0.068,03-07-2018 18:20:41,Chris Cuomo asks Sen. Ted Cruz why he’s criticizing his Democratic challenger Beto O’Rourke for going by the childh… https://t.co/SY0Wjd9AlG,26,@CNN
227,-0.3818,0.194,0.806,0.0,03-07-2018 15:41:14,"A 20-year-old man has filed a lawsuit against Dick's Sporting Goods, accusing the retailer of age discrimination fo… https://t.co/3G5sWzM1iT",27,@CNN
228,-0.7184,0.333,0.667,0.0,03-07-2018 13:04:04,"In Trump's White House, the conflict is the chaos | Analysis by @zbyronwolf https://t.co/nIOVMxFu6W https://t.co/UhglhCrQSx",28,@CNN
229,-0.796,0.262,0.738,0.0,03-07-2018 09:22:57,"At least 78 people have died in Nigeria with hundreds more infected in an outbreak of Lassa fever, the Nigeria Cent… https://t.co/itaVcs8lvo",29,@CNN
230,-0.2263,0.091,0.909,0.0,03-07-2018 05:57:08,"Britain's Boris Johnson says the UK would respond ""robustly"" if Russia is found to be behind the suspected poisonin… https://t.co/AMIiaud1IO",30,@CNN
231,0.34,0.0,0.876,0.124,03-07-2018 03:51:06,Senate Democrats ask EPA Administrator Scott Pruitt for answers over a member of his security detail's business tie… https://t.co/6ps6xYHdXX,31,@CNN
232,-0.296,0.109,0.891,0.0,03-07-2018 02:51:45,"Rep. Charlie Dent on Gary Cohn's resignation: ""There's been unusually high turnover (in the White House). ... I thi… https://t.co/9HuQ65bsbU",32,@CNN
233,0.0,0.0,1.0,0.0,03-07-2018 01:31:05,"The Trump administration has quietly said it will consider big game trophy imports on a ""case-by-case"" basis… https://t.co/hjvWoPTtSI",33,@CNN
234,0.3182,0.0,0.897,0.103,03-07-2018 00:08:04,McDonald's announces that Quarter Pounders in every US store except for ones in Hawaii and Alaska will have fresh b… https://t.co/5rfcYlY9ZK,34,@CNN
235,0.0,0.0,1.0,0.0,03-06-2018 22:41:05,Facebook robots may one day follow you around at home https://t.co/uWWZFu26gw https://t.co/5K5Assr8py,35,@CNN
236,0.0,0.0,1.0,0.0,03-06-2018 20:37:41,"Barbie unveils dolls based on real-life figures including Amelia Earhart, Frida Kahlo, Katherine Johnson and Chloe… https://t.co/gMBXbVY75Z",36,@CNN
237,0.0,0.0,1.0,0.0,03-06-2018 17:51:46,"Meet the CryptoKitties, a species of blockchain-based digital cat that you can now buy and trade with cryptocurrenc… https://t.co/yXRwVH3N3H",37,@CNN
238,-0.25,0.181,0.686,0.132,03-06-2018 14:50:06,"Yes, Mr. President, there is total chaos in your White House | Analysis by @CillizzaCNN https://t.co/OgZSfbwg6m https://t.co/XyeoSMEHH8",38,@CNN
239,-0.0516,0.062,0.938,0.0,03-06-2018 11:52:56,"Now that President Trump is officially running for re-election, federal workers will need to leave their Make Ameri… https://t.co/xhyGgyZkop",39,@CNN
240,-0.1779,0.082,0.918,0.0,03-06-2018 06:01:04,"""Italy's elections may have ended in a political deadlock ... but the projected results of the vote signal that swe… https://t.co/zCyp5txaPb",40,@CNN
241,0.0,0.0,1.0,0.0,03-06-2018 02:44:31,"""I can't reconcile anything he said. What he did here today was impugn his own credibility."" Former Trump White Hou… https://t.co/uSHDBnMJ52",41,@CNN
242,-0.765,0.223,0.777,0.0,03-06-2018 00:54:54,"""I'm not going to be sent to prison. ... Do you think Robert Mueller is going to send me to prison, Erin, for this?… https://t.co/HmS7C5PhX1",42,@CNN
243,0.0,0.0,1.0,0.0,03-05-2018 22:54:12,The Trump administration continues to review a report from the Department of Veterans Affairs inspector general tha… https://t.co/T6BTfUfVAd,43,@CNN
244,0.4019,0.0,0.863,0.137,03-05-2018 21:24:07,Former Trump aide Sam Nunberg on the special counsel’s investigation: “They know something on [Donald Trump] … I do… https://t.co/POqOwdrauM,44,@CNN
245,-0.296,0.104,0.896,0.0,03-05-2018 18:05:04,President Trump wants to impose a 25% tariff on steel imports and a 10% tariff on aluminum imports. Here's what tha… https://t.co/jrX4ZshL9z,45,@CNN
246,0.5346,0.146,0.576,0.278,03-05-2018 14:14:12,"As the dust settles on Italy's election, there are clear winners and losers, but no clear outcome after a campaign… https://t.co/Nl5LQbvxhQ",46,@CNN
247,-0.5574,0.167,0.833,0.0,03-05-2018 11:04:07,"Senators are considering a bill that would, among other things, ban bump stocks, raise the minimum age to purchase… https://t.co/JjnQxt5Cuo",47,@CNN
248,0.0,0.0,1.0,0.0,03-05-2018 07:34:29,"A high-ranking South Korean delegation headed to North Korea on Monday, where they will raise the possibility of ta… https://t.co/O5ttCjMsXl",48,@CNN
249,-0.128,0.081,0.919,0.0,03-05-2018 04:48:38,China's parliament session: Xi Jinping to dominate this year's proceedings as delegates are expected to rubber stam… https://t.co/fWhZ7hqN6c,49,@CNN
250,0.3818,0.0,0.88,0.12,03-05-2018 02:59:34,The Chinese government announces economic growth target of 6.5% -- several notches below the 6.9% rate at which the… https://t.co/FvZDmwC10t,50,@CNN
251,0.128,0.1,0.776,0.123,03-05-2018 01:36:20,"Polls have closed in Italian parliamentary elections, with the first exit polls showing no party has received more… https://t.co/LKs9k5C6aZ",51,@CNN
252,0.0,0.0,1.0,0.0,03-04-2018 22:49:30,"""We have some record nominations this year for the black community, but the fact that we are still talking about fi… https://t.co/d7lO09zxWM",52,@CNN
253,-0.34,0.107,0.893,0.0,03-04-2018 19:07:35,"Looking for a new podcast? All six episodes of CNN's ""Patty Has a Gun: The Life and Crimes of Patricia Hearst"" are… https://t.co/v7q85TVeXA",53,@CNN
254,0.0,0.0,1.0,0.0,03-04-2018 15:49:42,"A day after the President called Alec Baldwin's impersonation of him ""terrible,"" Baldwin's Trump returned to Saturd… https://t.co/drwcoDM7iE",54,@CNN
